Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Include?,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Data set,Number of bootstraps,Mean R2 of fits,AIC,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1,,size ratio,cv,numtrials,rangeeaten,prop fully eaten,,'Type2_Rsquare','Type2_AIC','Type2a_lowCI','Type2a_median','Type2a_upCI','Type2h_lowCI','Type2h_median','Type2h_upCI','Type3_Rsquare','Type3_AIC','Type3a_lowCI','Type3a_median','Type3a_upCI','Type3h_lowCI','Type3h_median','Type3h_upCI','Type3q_lowCI','Type3q_median','Type3q_upCI'
33,DeBlois and Leggett 1991 MAR ECOL PROG SER,Predator,3,,Aquatic,Marine,Metazoan,Invertebrate,Crustacean,Amphipod,Calliopius laeviusculus,Adult?,,Metazoan,Vertebrate,Fish,Osmeridae,Capelin,Mallotus villosus,Egg,,Raw data,0,N,24,7.5,,,,1.00E+03,1.09E+01,Alternate species length,1,,,,m^3 per pred per day,33,200,0.84,22.73,7.94E-07,5.85E-07,1.04E-06,7.06E-02,5.68E-02,8.27E-02,,,#DIV/0!,0.55,27,13.93,0,,0.84,22.73,7.94E-07,5.85E-07,1.04E-06,7.06E-02,5.68E-02,8.27E-02,0.85,24.56,9.45E-07,3.95E-09,1.49E-04,0.06952925,0.006937237,0.091579583,-0.014433319,-0.490567557,0.499999098
34,Thompson 1978 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura elegans,larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia,,2,Mean,1,N,48,5,,1,,7.50E+01,5.47E+01,Average species mass,8,5.92E-01,Average genus mass,8,m^3 per pred per day,34,200,0.04,25.39,9.21E-05,3.19E-05,5.90E-04,2.91E-01,1.96E-01,3.73E-01,,,92.33,0.26,27,2.31,0,,0.04,25.39,9.21E-05,3.19E-05,5.90E-04,2.91E-01,1.96E-01,3.73E-01,0.05,27.66,3.85E-07,1.39E-07,0.014561003,0.300165011,0.08152732,0.376287443,0.499998587,-0.5,0.499999984
35,Thompson 1978 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura elegans,larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia,,2,Mean,1,N,48,8,,1,,7.50E+01,5.47E+01,Average species mass,8,5.92E-01,Average genus mass,8,m^3 per pred per day,35,200,0.81,35.58,5.25E-05,4.09E-05,7.01E-05,5.48E-02,4.30E-02,6.68E-02,,,92.33,0.39,30,11.24,0,,0.81,35.58,5.25E-05,4.09E-05,7.01E-05,5.48E-02,4.30E-02,6.68E-02,0.82,36.69,7.03E-07,1.20E-07,0.001732476,0.064651952,0.020020543,0.077610257,0.36791376,-0.312309019,0.499999994
36,Thompson 1978 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura elegans,larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia,,2,Mean,1,N,48,12,,1,,7.50E+01,5.47E+01,Average species mass,8,5.92E-01,Average genus mass,8,m^3 per pred per day,36,200,0.72,67.13,8.21E-05,5.82E-05,1.11E-04,4.44E-02,3.51E-02,5.35E-02,,,92.33,0.38,30,15.1,0,,0.72,67.13,8.21E-05,5.82E-05,1.11E-04,4.44E-02,3.51E-02,5.35E-02,0.73,68.36,4.83E-07,1.91E-07,0.004686009,0.051148465,0.01603988,0.060263847,0.418984401,-0.36866846,0.499999993
37,Thompson 1978 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura elegans,larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia,,2,Mean,1,N,48,16,,1,,7.50E+01,5.47E+01,Average species mass,8,5.92E-01,Average genus mass,8,m^3 per pred per day,37,200,0.82,83.78,1.30E-04,1.10E-04,1.46E-04,2.38E-02,2.07E-02,2.62E-02,,,92.33,0.36,30,27.72,0,,0.82,83.78,1.30E-04,1.10E-04,1.46E-04,2.38E-02,2.07E-02,2.62E-02,0.84,82.74,3.22E-07,2.79E-07,5.46E-05,0.027955654,0.022595201,0.030378029,0.499996433,0.061384145,0.499999979
38,Thompson 1978 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura elegans,larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia,,2,Mean,1,N,48,20,,1,,7.50E+01,5.47E+01,Average species mass,8,5.92E-01,Average genus mass,8,m^3 per pred per day,38,200,0.75,70.78,1.47E-04,1.24E-04,1.73E-04,2.65E-02,2.41E-02,2.88E-02,,,92.33,0.26,27,17.96,0,,0.75,70.78,1.47E-04,1.24E-04,1.73E-04,2.65E-02,2.41E-02,2.88E-02,0.78,69.77,3.21E-07,2.74E-07,1.77E-06,0.029945293,0.027571413,0.031917125,0.499999909,0.354318016,0.499999999
39,Thompson 1978 J ANIM ECOL,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ischnura elegans,larva,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia,,2,Mean,1,N,48,27,,1,,7.50E+01,5.47E+01,Average species mass,8,5.92E-01,Average genus mass,8,m^3 per pred per day,39,200,0.81,70.14,1.30E-04,1.13E-04,1.53E-04,2.22E-02,2.00E-02,2.42E-02,,,92.33,0.27,27,23.39,0,,0.81,70.14,1.30E-04,1.13E-04,1.53E-04,2.22E-02,2.00E-02,2.42E-02,0.83,70.31,3.25E-07,2.64E-07,0.000447704,0.025706032,0.019944033,0.027667593,0.498011814,-0.103101662,0.499999981
40,Zhang et al 2012 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius similis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,Spider mite,Tetranychus cinnabarinus,3rd or 4th instar,2,Mean,1,N,24,25,,1,6.36E+01,,4.93E+01,Average genus mass,1,,,,m^2 per pred per day,40,200,0.51,203.72,7.56E-03,5.40E-03,9.91E-03,3.09E-02,1.80E-02,3.97E-02,,,#DIV/0!,0.45,60,15.25,0,,0.51,203.72,7.56E-03,5.40E-03,9.91E-03,3.09E-02,1.80E-02,3.97E-02,0.53,203.94,0.000207682,0.000153642,0.003206641,0.041308697,0.026160449,0.048865725,0.49999976,0.109894024,0.499999992
41,Zhang et al 2012 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius similis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,Spider mite,Tetranychus cinnabarinus,3rd or 4th instar,2,Mean,1,N,24,28,,1,6.36E+01,,4.93E+01,Average genus mass,1,,,,m^2 per pred per day,41,200,0.69,206.35,7.60E-03,5.97E-03,9.20E-03,1.66E-02,7.87E-03,2.23E-02,,,#DIV/0!,0.5,60,22.74,0,,0.69,206.35,7.60E-03,5.97E-03,9.20E-03,1.66E-02,7.87E-03,2.23E-02,0.7,206.89,0.000332936,0.000170286,0.026284432,2.47E-02,5.88E-08,0.030897456,0.423314462,-0.200663314,0.499999967
42,Zhang et al 2012 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius similis,Adult female,3,Metazoan,Invertebrate,Arachnid,Mite,Spider mite,Tetranychus cinnabarinus,3rd or 4th instar,2,Mean,1,N,24,31,,1,6.36E+01,,4.93E+01,Average genus mass,1,,,,m^2 per pred per day,42,200,0.64,212.67,7.31E-03,5.74E-03,9.71E-03,1.76E-02,8.55E-03,2.56E-02,,,#DIV/0!,0.5,60,21.78,0,,0.64,212.67,7.31E-03,5.74E-03,9.71E-03,1.76E-02,8.55E-03,2.56E-02,0.65,212.5,0.000258025,0.000156176,0.025736532,2.65E-02,0.001195886,0.034364825,0.467647788,-0.194018145,0.499999974
43,Tellez et al 2009 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Adult female,3,Metazoan,Invertebrate,Insect,Diptera,Sciarid fly,Bradysia sp.,Adult,2,Mean,1,N,24,25,,1,5.03E+01,,1.57E+00,Alternate genus length,2,1.30E+00,Original length,1,m^2 per pred per day,43,200,0.75,71.21,3.15E-03,2.57E-03,3.92E-03,4.28E-02,3.33E-02,5.43E-02,,,1.21,0.56,45,9.1,0,,0.75,71.21,3.15E-03,2.57E-03,3.92E-03,4.28E-02,3.33E-02,5.43E-02,0.76,70.83,8.04E-05,6.30E-05,0.000836861,0.062142112,0.050286191,0.072620416,0.499999778,0.168013299,0.5
44,Tellez et al 2009 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Adult female,3,Metazoan,Invertebrate,Insect,Diptera,American serptentine leafminer,Liriomyza trifolii,Adult,2,Mean,1,N,24,25,,1,5.03E+01,,1.57E+00,Alternate genus length,2,5.39E-01,Original length,1,m^2 per pred per day,44,200,0.86,40.06,4.18E-03,3.29E-03,5.61E-03,3.97E-02,3.20E-02,4.64E-02,,,2.91,0.48,31,12.75,0,,0.86,40.06,4.18E-03,3.29E-03,5.61E-03,3.97E-02,3.20E-02,4.64E-02,0.89,35.27,0.08519312,0.026524216,0.145726434,2.45E-09,3.41E-11,0.029054581,-0.433328665,-0.493803504,-0.236510532
45,Tellez et al 2009 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Diptera,Coenosia attenuata,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Tobacco whitefly,Bemisia tabaci,Adult,2,Mean,1,N,24,25,,1,5.03E+01,,1.57E+00,Alternate genus length,2,2.79E-02,Alternate species length,2,m^2 per pred per day,45,200,0.69,174.49,5.11E-03,4.27E-03,6.13E-03,3.40E-02,2.82E-02,3.95E-02,,,56.33,0.55,59,19.8,0,,0.69,174.49,5.11E-03,4.27E-03,6.13E-03,3.40E-02,2.82E-02,3.95E-02,0.72,171.61,9.59E-05,7.71E-05,0.000398853,0.040681747,0.035214567,0.045900229,0.499999788,0.309594652,0.499999998
46,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,1st instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,2.21E+00,% adult mass,3,1.37E-01,Alternate species length,2,m^2 per pred per day,46,200,0.06,-39.05,7.51E-04,2.23E-04,7.53E-03,1.00E+00,2.44E-06,1.70E+00,,,16.12,0.24,60,0.36,0,,0.06,-39.05,7.51E-04,2.23E-04,7.53E-03,1.00E+00,2.44E-06,1.70E+00,0.07,-36.9,9.44E-05,9.75E-06,0.079869631,1.06E+00,6.96E-10,1.746687966,0.498586537,-0.5,0.499999998
47,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,2nd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,7.32E+01,% adult mass,4,1.37E-01,Alternate species length,2,m^2 per pred per day,47,200,0.06,46.27,2.10E-03,4.72E-04,1.52E-02,4.79E-01,4.07E-03,7.04E-01,,,532.9,0.24,60,0.91,0,,0.06,46.27,2.10E-03,4.72E-04,1.52E-02,4.79E-01,4.07E-03,7.04E-01,0.07,48.1,1.36E-04,3.64E-05,0.116064779,4.93E-01,4.09E-09,0.725530815,0.499998068,-0.5,0.499999998
48,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,3rd instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,9.31E+01,% adult mass,5,1.37E-01,Alternate species length,2,m^2 per pred per day,48,200,0.41,87.38,9.57E-04,7.07E-04,2.60E-03,2.12E-02,8.74E-09,1.72E-01,,,677.58,0.66,60,4.5,0,,0.41,87.38,9.57E-04,7.07E-04,2.60E-03,2.12E-02,8.74E-09,1.72E-01,0.41,88.62,1.20E-04,1.53E-05,0.018683224,3.82E-02,2.34E-14,0.209818153,0.263426111,-0.356946017,0.499999992
49,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,4th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,3.28E+02,% adult mass,6,1.37E-01,Alternate species length,2,m^2 per pred per day,49,200,0.29,58.95,1.50E-03,7.01E-04,3.90E-03,1.67E-01,5.90E-03,2.99E-01,,,2388.39,0.45,60,2.75,0,,0.29,58.95,1.50E-03,7.01E-04,3.90E-03,1.67E-01,5.90E-03,2.99E-01,0.29,60.33,9.47E-04,2.40E-05,0.061795419,1.59E-01,4.01E-08,0.318102356,0.001726265,-0.5,0.499999995
50,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,5th instar,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,,,,1.37E-01,Alternate species length,2,m^2 per pred per day,50,200,0.29,98.23,9.24E-04,7.10E-04,2.22E-03,1.24E-02,6.73E-09,2.10E-01,,,0,0.63,60,4.89,0,,0.29,98.23,9.24E-04,7.10E-04,2.22E-03,1.24E-02,6.73E-09,2.10E-01,0.29,100.01,6.44E-04,1.21E-05,0.034908187,4.18E-08,2.34E-14,0.265907992,0.044586391,-0.433504526,0.499999977
51,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,4.01E+02,Alternate family length,1,1.37E-01,Alternate species length,2,m^2 per pred per day,51,200,0.36,-28.69,8.71E-04,4.14E-04,2.62E-03,2.89E-01,8.20E-07,5.12E-01,,,2918.34,0.46,60,1.8,0,,0.36,-28.69,8.71E-04,4.14E-04,2.62E-03,2.89E-01,8.20E-07,5.12E-01,0.37,-27.35,2.75E-03,2.17E-05,0.041136541,9.42E-02,2.70E-11,0.501541126,-0.191018696,-0.5,0.499999994
52,Sahayaraj et al 2015 EUR J ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Rhynocoris kumarii,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,Cotton mealy bug,Phenacoccus solenopsis,3rd instar,2,Mean,1,N,12,28,,1,1.60E+01,,4.01E+02,Alternate family length,2,1.37E-01,Alternate species length,2,m^2 per pred per day,52,200,0.19,-74.71,1.57E-03,9.29E-04,3.68E-03,7.51E-01,5.99E-01,8.77E-01,,,2918.34,0.4,60,1.2,0,,0.19,-74.71,1.57E-03,9.29E-04,3.68E-03,7.51E-01,5.99E-01,8.77E-01,0.22,-74.85,5.44E-05,3.10E-05,0.000140411,0.819912593,0.687614535,0.928658691,0.499999994,0.499999151,0.5
53,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Amphiareus constrictus,Adult (<5d old),3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2,Mean,0,N,12,25,,1,4.91E+00,,6.25E-01,Alternate genus length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,53,200,0.86,23.02,4.65E-04,3.25E-04,6.64E-04,3.08E-02,1.50E-02,4.68E-02,,,1543.95,0.54,12,14.44,0,,0.86,23.02,4.65E-04,3.25E-04,6.64E-04,3.08E-02,1.50E-02,4.68E-02,0.87,25.92,2.64E-03,3.89E-06,0.04047393,1.97E-02,4.79E-10,0.054138595,-0.208909544,-0.476742952,0.499999986
54,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Blaptostethus pallescens,Adult (<5d old),3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2,Mean,0,N,12,25,,1,4.91E+00,,3.86E-01,Alternate species length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,54,200,0.92,24.31,4.96E-04,3.82E-04,6.36E-04,1.86E-02,8.36E-03,2.80E-02,,,952.51,0.63,12,21.22,0,,0.92,24.31,4.96E-04,3.82E-04,6.36E-04,1.86E-02,8.36E-03,2.80E-02,0.93,26.7,5.07E-05,3.65E-06,0.004262101,2.64E-02,2.65E-09,0.039016681,0.236363436,-0.242520679,0.499999997
55,Queiroz et al 2015 ENVIRON ENTOMOL,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Orius tristicolor,Adult (<5d old),3,Metazoan,Invertebrate,Insect,Lepidoptera,Tomato leafminer,Tuta absoluta,Egg,2,Mean,0,N,12,25,,1,4.91E+00,,8.17E-01,Alternate species length,1,4.05E-04,Alternate species length,2,m^2 per pred per day,55,200,0.79,20.85,5.52E-04,3.72E-04,8.08E-04,4.61E-02,2.68E-02,6.54E-02,,,2017.58,0.44,12,9.5,0,,0.79,20.85,5.52E-04,3.72E-04,8.08E-04,4.61E-02,2.68E-02,6.54E-02,0.8,24.33,6.08E-04,4.38E-06,0.051213409,4.55E-02,4.85E-09,0.072192748,-0.000606271,-0.499999949,0.49999999
56,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,1st instar,2,Raw data,1,N,,25,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,8.53E-01,% adult mass,1,m^2.5 per pred per day,56,200,0.89,139.18,4.27E-03,3.76E-03,4.80E-03,1.19E-02,7.53E-03,1.60E-02,,,18.24,0.43,66,35,0.11,,0.89,139.18,4.27E-03,3.76E-03,4.80E-03,1.19E-02,7.53E-03,1.60E-02,0.89,135.91,9.18E-05,7.98E-05,0.00064379,0.024171557,0.016162194,0.027613239,0.499999072,0.232854299,0.499999983
57,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,2nd instar,2,Raw data,1,N,,25,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,1.69E+00,% adult mass,2,m^2.5 per pred per day,57,200,0.9,148.44,3.90E-03,3.39E-03,4.42E-03,9.52E-03,4.79E-03,1.35E-02,,,9.18,0.44,73,33,0.08,,0.9,148.44,3.90E-03,3.39E-03,4.42E-03,9.52E-03,4.79E-03,1.35E-02,0.91,145.89,8.79E-05,6.93E-05,0.001393468,0.021820601,0.012659918,0.025767892,0.499407581,0.131968716,0.499999969
58,Kishani Farahani and Goldansaz 2013 EUR J ENTOMOL,Parasitoid,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Apanteles myeloenta,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Lepidoptera,Locust bean moth,Ectomyelois ceratoniae,3rd instar,2,Raw data,1,N,,25,,1,3.85E+01,7.70E+02,1.56E+01,Alternate family length,1,1.69E+00,% adult mass,2,m^2.5 per pred per day,58,200,0.92,105.19,4.15E-03,3.67E-03,4.70E-03,1.17E-02,7.89E-03,1.58E-02,,,9.18,0.41,64,31,0.09,,0.92,105.19,4.15E-03,3.67E-03,4.70E-03,1.17E-02,7.89E-03,1.58E-02,0.93,103.66,2.28E-04,8.67E-05,0.001487994,0.022380186,0.013501708,0.027374676,0.37798489,0.121376752,0.499999957
59,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,1,N,,17,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,59,200,0.64,218.61,5.45E-03,4.34E-03,6.91E-03,7.00E-02,5.46E-02,8.21E-02,,,7.01,0.56,119,9.55,0,,0.64,218.61,5.45E-03,4.34E-03,6.91E-03,7.00E-02,5.46E-02,8.21E-02,0.64,220.01,0.011927574,0.000316938,0.106726232,6.05E-02,6.15E-08,0.09278939,-0.12315631,-0.467035496,0.470796501
60,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,1,N,,25,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,60,200,0.77,238.95,5.39E-03,4.42E-03,6.51E-03,4.13E-02,3.01E-02,5.17E-02,,,7.01,0.65,120,14.33,0,,0.77,238.95,5.39E-03,4.42E-03,6.51E-03,4.13E-02,3.01E-02,5.17E-02,0.77,240.21,0.013327594,0.002163307,0.06276612,3.20E-02,2.19E-08,0.055946277,-0.135355008,-0.377992552,0.149926167
61,Moayeri et al 2013 EUR J ENTOMOL,Parasitoid,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Hymenoptera,Diaeretiella rapae,"Adult (1d old, mated, naïve)",3,Metazoan,Invertebrate,Insect,Hemiptera,Cabbage aphid,Brevicoryne brassicae,2nd instar,2,Mean,1,N,,30,,1,6.36E+01,,1.03E+00,Alternate genus length,1,1.47E-01,% adult mass,1,m^2 per pred per day,61,200,0.73,229.6,5.60E-03,4.61E-03,6.84E-03,4.96E-02,3.73E-02,6.15E-02,,,7.01,0.62,119,12.17,0,,0.73,229.6,5.60E-03,4.61E-03,6.84E-03,4.96E-02,3.73E-02,6.15E-02,0.73,231.17,0.008973356,0.000685855,0.061925493,4.43E-02,0.005661325,0.072720576,-0.071961264,-0.37176341,0.333584016
62,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2,Mean,1,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,62,200,0.52,4.48,8.87E-03,4.91E-03,1.53E-02,1.19E-01,4.15E-02,1.79E-01,2D arena size is SA of arena,,51.41,0.31,15,2.92,0,,0.52,4.48,8.87E-03,4.91E-03,1.53E-02,1.19E-01,4.15E-02,1.79E-01,0.55,6.6,0.000472957,0.000322455,0.020073278,1.58E-01,3.22E-09,0.205318912,0.499999988,-0.218743158,0.5
63,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2,Mean,1,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,63,200,0.56,3.93,8.13E-03,5.21E-03,1.40E-02,1.08E-01,4.08E-02,1.65E-01,2D arena size is SA of arena,,51.41,0.31,15,3.06,0,,0.56,3.93,8.13E-03,5.21E-03,1.40E-02,1.08E-01,4.08E-02,1.65E-01,0.59,6.28,0.000454305,0.000276641,0.067277131,1.47E-01,3.17E-09,0.193498856,0.499999984,-0.404028138,0.5
64,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Male,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta annonae,Adult,2,Mean,1,N,24,,,2,1.04E+02,1.45E+03,1.53E+02,Alternate species length,2,2.98E+00,Alternate species length,3,m^2.5 per pred per day,64,200,0.57,5.13,8.02E-03,4.81E-03,1.29E-02,1.00E-01,1.72E-02,1.47E-01,2D arena size is SA of arena,,51.41,0.32,15,3.26,0,,0.57,5.13,8.02E-03,4.81E-03,1.29E-02,1.00E-01,1.72E-02,1.47E-01,0.59,7.33,0.000449734,0.000267464,0.027737149,0.141917257,2.33E-08,0.177033769,0.499999965,-0.262173438,0.5
65,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta stigmatias,Adult,2,Mean,1,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,65,200,0.59,7.43,7.75E-03,4.95E-03,1.12E-02,8.50E-02,1.67E-02,1.31E-01,2D arena size is SA of arena,,71.34,0.34,15,3.63,0,,0.59,7.43,7.75E-03,4.95E-03,1.12E-02,8.50E-02,1.67E-02,1.31E-01,0.62,9.58,0.000417943,0.000274017,0.013935771,1.26E-01,5.26E-09,0.163669726,0.499999961,-0.162677961,0.5
66,Kalsi et al 2014 ENVIRON ENTOMOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Zelus longipes,Female,3,Metazoan,Invertebrate,Insect,Diptera,Picture-winged fly,Euxesta eluta,Adult,2,Mean,1,N,24,,,2,1.04E+02,1.45E+03,2.12E+02,Alternate species length,1,2.98E+00,Alternate species length,3,m^2.5 per pred per day,66,200,0.54,8.56,8.58E-03,5.70E-03,1.28E-02,9.81E-02,4.03E-02,1.49E-01,2D arena size is SA of arena,,71.34,0.34,15,3.53,0,,0.54,8.56,8.58E-03,5.70E-03,1.28E-02,9.81E-02,4.03E-02,1.49E-01,0.57,10.81,0.00044037,0.00028779,0.002520328,1.36E-01,0.086211008,0.176458151,0.499999986,0.120009954,0.5
